fecha_de_inicio,provincia,termino_municipal,nivel_maximo_alcanzado,situacion_actual,superficie_texto,fecha_del_parte
2025-08-08,LEÓN,LLAMAS DE CABRERA(BENUZA),2,CONTROLADO,"MIXTA:ARBOLADO:3.739,66 HA. ; MATORRAL:16.365,58 HA. ; PASTO:2.152,96 HA. ; AGRICOLA:25,68 HA. ;",2025-10-03
